delivery_partner_id,name,city,vehicle_type,rating
1252,Jill Schneider,Anand,bike,3.5
1253,James Young,Bharuch,bicycle,3.7
1254,Tracy Middleton,Junagadh,bike,4.4
1255,Matthew Garcia,Ankleshwar,scooter,4.2
1256,Stephen Mathews,Deesa,bike,4.9
1257,Courtney Irwin,Surat,bike,3.5
1258,Roy Alvarez,Veraval,scooter,3.6
1259,Joseph Lopez,Valsad,bicycle,4.8
1260,Roberto Huber,Vapi,scooter,3.6
1261,Christopher Jackson,Himmatnagar,bicycle,4.3
1262,Craig Faulkner,Amreli,bicycle,4.6
1263,Stacy Blanchard,Nadiad,scooter,3.7
1264,Jodi Chang,Navsari,scooter,4.5
1265,Curtis Gross,Veraval,bicycle,3.5
1266,Samuel Vega,Morbi,scooter,4.9
1267,Jennifer Moody,Himmatnagar,bike,4.9
1268,David Gordon,Surendranagar,scooter,3.6
1269,Melissa Medina MD,Bhavnagar,bike,3.9
1270,Regina Perkins,Bhavnagar,bike,4.6
1271,Teresa Smith,Bhavnagar,bike,3.5
1272,Natalie Williams,Veraval,bike,4.3
1273,Keith Turner,Dahod,bicycle,3.9
1274,Martin Johnson,Valsad,bike,3.8
1275,Joseph Ellis,Nadiad,scooter,4.4
1276,Steven Ramirez,Botad,bike,4.5
1277,Tony Knight,Nadiad,bike,3.8
1278,Jeremy Pearson,Palanpur,scooter,3.8
1279,David Benjamin,Himmatnagar,bicycle,4.1
1280,Melanie Ramirez,Rajkot,bicycle,4.3
1281,Jennifer Dalton,Anand,bike,3.8
1282,Jeffrey Brown,Palanpur,bicycle,3.6
1283,Jeff Lopez,Surendranagar,bike,4.5
1284,Scott Lawson,Ahmedabad,bicycle,3.5
1285,Matthew Gross,Rajkot,bicycle,4.2
1286,Keith Jones,Bhavnagar,bicycle,3.6
1287,Katherine Torres,Rajkot,bicycle,4.1
1288,Kimberly Douglas,Nadiad,bike,4.7
1289,Theresa Delgado,Dahod,bike,4.4
1290,Darrell Miller,Nadiad,bicycle,4.8
1291,Brittany Hunt,Rajkot,bike,3.9
1292,Cindy Perez,Veraval,scooter,3.6
1293,Christopher Hernandez,Anand,bicycle,4.4
1294,Laura Clark,Navsari,bike,4.5
1295,Rebecca Short,Valsad,scooter,4.9
1296,Nicole Harrison,Modasa,scooter,4.7
1297,Kyle Freeman,Anand,bicycle,4.2
1298,Benjamin Martinez,Mehsana,bicycle,3.5
1299,Rebecca Morse,Ankleshwar,bike,3.6
1300,Gabrielle Fernandez,Palanpur,bike,4.3
1301,Lee Gutierrez,Surat,bike,4.3
1302,Jamie Gibbs,Jamnagar,scooter,4.9
1303,Thomas Diaz Jr.,Mehsana,bicycle,4.4
1304,Brandon Richmond,Patan,scooter,4.2
1305,Kimberly Lozano,Anand,scooter,3.8
1306,Richard Stone,Bhavnagar,bicycle,3.6
1307,Daniel Martinez,Modasa,bicycle,4.8
1308,Jay Blake,Kalol,scooter,3.9
1309,Micheal Leonard,Deesa,bicycle,4.7
1310,David Salazar,Veraval,bike,4.0
1311,Kiara Anderson,Botad,bike,4.3
1312,Holly Mason,Morbi,bike,4.4
1313,Michelle Henry,Himmatnagar,bike,4.5
1314,Michael Hammond,Surendranagar,scooter,3.6
1315,Kenneth Sutton,Anand,bicycle,4.6
1316,Sarah Savage,Himmatnagar,bike,4.8
1317,Nicholas White,Jamnagar,scooter,4.2
1318,Ms. Kimberly Melton,Gandhinagar,bicycle,4.7
1319,Hannah Hernandez,Bharuch,bike,4.6
1320,Jon Stevens,Surat,bike,3.6
1321,Eric Black,Dahod,scooter,3.7
1322,Autumn Cole,Patan,bike,4.7
1323,Linda Brown,Ahmedabad,bicycle,4.3
1324,Patricia Alexander,Morbi,scooter,4.8
1325,Terry Brown,Jamnagar,scooter,4.3
1326,Lauren Lara,Anand,bike,3.9
1327,James Goodman,Veraval,bicycle,3.6
1328,Megan Cook,Valsad,scooter,4.7
1329,Benjamin Rodriguez,Bhavnagar,bicycle,3.9
1330,Alyssa Ramos,Surat,bike,4.2
1331,John Turner,Ahmedabad,scooter,3.5
1332,Steven Wilson,Navsari,bicycle,4.8
1333,Thomas Glass,Deesa,scooter,3.9
1334,Judith Long,Bharuch,bike,4.2
1335,Mary Martin,Patan,bike,4.4
1336,Scott Potter,Patan,bike,3.5
1337,Joseph Wilson,Jamnagar,bike,4.1
1338,Patricia Foster,Valsad,scooter,4.5
1339,John Obrien,Vadodara,bike,3.8
1340,Susan Wiggins,Ahmedabad,bicycle,4.7
1341,Shannon Fitzgerald,Surat,scooter,4.8
1342,Kyle Gonzalez,Amreli,bike,3.7
1343,Amanda Williams,Morbi,scooter,4.6
1344,Veronica Rivera,Botad,bike,4.0
1345,Veronica Armstrong,Gandhinagar,bicycle,3.9
1346,Mark Villegas,Bhavnagar,bike,4.3
1347,Andre Ford,Deesa,bike,4.3
1348,Jeffrey Ellis,Veraval,scooter,4.8
1349,Rebecca Rivera MD,Anand,bicycle,4.3
1350,Sandra Archer,Vapi,scooter,3.7
1351,John Schneider,Patan,bicycle,4.8
1352,Jamie Fox,Nadiad,bike,3.6
1353,Brandy Browning,Amreli,scooter,3.7
1354,Tami Harris,Amreli,bicycle,4.3
1355,Jaime Dean,Botad,bicycle,3.6
1356,Michelle Galvan,Modasa,scooter,3.7
1357,Angel Hanson,Surendranagar,scooter,4.4
1358,Raymond Ferguson,Gandhinagar,bike,4.3
1359,Brian Lucero,Surat,bike,4.8
1360,Joseph Stewart,Amreli,bicycle,4.6
1361,Elizabeth Dominguez,Jamnagar,bike,4.0
1362,Mitchell Morales,Modasa,bike,4.4
1363,Jason Sheppard,Botad,bicycle,4.9
1364,Rebecca Jackson MD,Valsad,bicycle,3.6
1365,Richard Banks,Morbi,bike,4.1
1366,Samantha Bowen,Dahod,scooter,4.0
1367,Debra Mitchell,Veraval,bike,3.6
1368,Rachael Wheeler,Palanpur,bike,3.6
1369,Tammy Adams,Vyara,bike,4.6
1370,Michael Russo,Jamnagar,bicycle,4.6
1371,Randall Tucker,Valsad,scooter,4.4
1372,James Miller,Modasa,bicycle,4.0
1373,Phyllis Williams,Deesa,bike,4.6
1374,Alexandria Nichols DDS,Mehsana,bicycle,4.7
1375,Michelle Moore PhD,Patan,bicycle,4.3
1376,Steve Clark,Deesa,scooter,3.8
1377,Alexis Mullen,Vyara,scooter,4.0
1378,Nancy Ramirez,Porbandar,scooter,4.4
1379,Sean Russo,Mehsana,bicycle,3.7
1380,Diana Williams,Botad,bicycle,4.5
1381,Deborah Allison,Deesa,bike,4.0
1382,Kristen Sanchez,Veraval,scooter,3.9
1383,Curtis Salazar,Godhra,bicycle,4.0
1384,Sheri Norman,Amreli,bicycle,3.8
1385,Tracy Mathis,Navsari,bike,4.1
1386,Ashley Boyle,Kalol,bicycle,3.5
1387,Sarah Terrell,Porbandar,bicycle,4.6
1388,Terry Brown,Nadiad,bike,4.5
1389,Matthew Moreno,Patan,bike,3.7
1390,Jesus Lewis,Junagadh,scooter,4.2
1391,Paige Castillo,Vyara,bicycle,4.1
1392,Kathryn Ellison,Dahod,bike,4.9
1393,Catherine Bennett,Ahmedabad,bicycle,4.5
1394,Martin Elliott,Deesa,bicycle,4.3
1395,Steven Russell,Ahmedabad,bicycle,3.9
1396,Robert Brown,Vadodara,scooter,3.9
1397,Amanda Roth,Porbandar,bike,4.3
1398,Brooke Anderson,Morbi,bike,3.6
1399,Tracy Bradley,Vapi,bike,3.5
1400,Erika Ayala,Dahod,bicycle,4.8
1401,Kelly Hall,Patan,scooter,4.4
1402,Amber Moran,Patan,bicycle,4.9
1403,Bryan Watkins,Godhra,scooter,4.7
1404,Jennifer Kirby,Surat,scooter,3.5
1405,Jessica Cole,Modasa,bicycle,3.9
1406,Thomas Holt,Deesa,bicycle,4.1
1407,Debra Bennett,Mehsana,scooter,3.7
1408,Brittany Davis,Modasa,bike,3.6
1409,Christine Williams,Ankleshwar,scooter,4.3
1410,Kevin Baxter,Amreli,scooter,4.3
1411,Kyle Saunders,Ahmedabad,bicycle,4.1
1412,Julie Ramirez,Vapi,bike,4.1
1413,John Green,Himmatnagar,bicycle,4.4
1414,Amber May,Rajkot,scooter,4.6
1415,Heather Hanna,Kalol,bike,3.6
1416,William Mills,Ankleshwar,bike,3.8
1417,Andrew Ho,Bharuch,bike,4.8
1418,Erin Sanchez,Rajkot,bike,4.4
1419,Darrell Gentry,Vadodara,bike,3.9
1420,Jane Spencer,Bhavnagar,scooter,4.1
1421,Joseph Barton,Morbi,bike,4.9
1422,Kevin Campbell,Navsari,bike,4.4
1423,Jenna Munoz,Palanpur,bike,4.5
1424,Daniel Ray,Dahod,scooter,4.7
1425,Kimberly Patton,Surat,bicycle,3.9
1426,Mark Anderson,Gandhinagar,scooter,4.6
1427,Jaime Carr,Porbandar,bicycle,4.9
1428,Andrew Hughes,Nadiad,bike,4.1
1429,Pedro Lewis,Nadiad,bicycle,4.7
1430,Mark Lang,Himmatnagar,scooter,4.2
1431,Anthony Caldwell,Mehsana,scooter,4.5
1432,Robert Whitney,Jamnagar,bike,3.8
1433,Katherine Lane,Rajkot,bicycle,3.6
1434,Erin Ramos,Surat,bicycle,4.4
1435,Richard Williams,Gandhinagar,bike,4.7
1436,Ana Ortiz,Vapi,scooter,4.4
1437,Benjamin Yates,Rajkot,scooter,3.5
1438,Benjamin Thomas,Veraval,bike,4.3
1439,Katrina Calhoun,Bharuch,bike,4.0
1440,Cindy Frye,Bhavnagar,bike,4.0
1441,William Robertson,Gandhinagar,bicycle,3.6
1442,Jamie Smith,Junagadh,bike,3.8
1443,Tamara Hensley,Dahod,scooter,4.4
1444,Kenneth Russell,Kalol,bike,3.6
1445,Lacey Daniel,Kalol,scooter,4.3
1446,Monica Kim,Palanpur,scooter,3.6
1447,Anthony Morales,Rajkot,bike,3.5
1448,Alisha Blanchard,Veraval,bicycle,4.8
1449,Dr. Lynn Dougherty,Surendranagar,bike,4.4
1450,Barbara Jackson,Vadodara,bicycle,3.6
1451,Jonathan Jackson,Godhra,bike,4.7
1452,Debbie Dickson,Modasa,bicycle,3.8
1453,Mike Rodriguez,Gandhinagar,scooter,4.0
1454,Donald Thomas,Surat,scooter,4.3
1455,Dr. Diane Nelson MD,Junagadh,scooter,4.4
1456,Sandra Phillips,Amreli,scooter,3.8
1457,Wendy Holmes,Jamnagar,bike,4.4
1458,Andrea Blair,Bhavnagar,bike,4.9
1459,Arthur Lindsey,Amreli,scooter,4.3
1460,Jason Jones,Ahmedabad,bike,4.6
1461,Cynthia Thompson,Morbi,bicycle,4.1
1462,Kristen Cox,Vapi,scooter,4.8
1463,Jonathan Patel,Amreli,bike,4.7
1464,Daniel Webb,Nadiad,scooter,4.3
1465,Stephen Nelson,Amreli,bike,3.9
1466,Debra Kemp,Jamnagar,bicycle,4.6
1467,Kevin Irwin,Botad,bike,4.1
1468,James Baker,Palanpur,bike,4.7
1469,Daniel Kim,Deesa,bike,3.6
1470,Kathy Anderson,Rajkot,bicycle,3.9
1471,Brian Carter,Navsari,scooter,4.5
1472,Jesse Bradley,Rajkot,bike,4.1
1473,Michael Russell,Gandhinagar,bicycle,4.4
1474,Kenneth Roberts,Surendranagar,scooter,4.7
1475,Gary Roberts,Mehsana,scooter,3.9
1476,John Hill,Veraval,bicycle,3.9
1477,Rebecca Jackson,Modasa,bicycle,4.4
1478,Gary Fuller,Bharuch,scooter,4.7
1479,Daniel Manning,Veraval,bicycle,3.7
1480,Taylor Jones,Amreli,bicycle,4.5
1481,Emma Wright MD,Ahmedabad,scooter,4.6
1482,Timothy Archer,Himmatnagar,bike,3.6
1483,Kathleen Rodriguez,Gandhinagar,bicycle,4.8
1484,Dawn Morgan,Patan,scooter,4.5
1485,Thomas Church,Valsad,bike,3.7
1486,James Hicks,Ahmedabad,scooter,4.5
1487,James Obrien,Surat,bike,4.9
1488,Joanne York,Navsari,bicycle,4.3
1489,Christopher Brown,Mehsana,bicycle,4.7
1490,Hector Duffy PhD,Surat,bike,4.1
1491,Mr. Travis Norris,Rajkot,bike,3.6
1492,William Davis,Palanpur,bike,4.2
1493,Maria Williams,Ahmedabad,bicycle,3.6
1494,Paula Richard,Bharuch,bike,3.5
1495,Sarah Schmidt,Nadiad,bike,3.8
1496,Christopher Williams,Himmatnagar,bicycle,3.9
1497,Logan Davis,Kalol,bike,3.8
1498,Angela Frazier,Bharuch,bicycle,3.6
1499,Donna Palmer,Rajkot,scooter,3.7
1500,Michael Schwartz,Veraval,bicycle,3.9
1501,Holly Brown,Kalol,scooter,3.6
1502,Stacey Lewis,Porbandar,bicycle,3.5
1503,Michael Snyder,Palanpur,bicycle,4.5
1504,Eric Davenport,Amreli,scooter,3.6
1505,Craig Kelley,Deesa,bicycle,3.6
1506,Thomas Hernandez,Dahod,bike,3.6
1507,Jamie White,Bharuch,bike,3.9
1508,Julia Best,Porbandar,scooter,4.6
1509,Keith Reese,Morbi,scooter,4.2
1510,Michael Santana,Deesa,bicycle,4.7
1511,Ariel Young,Dahod,bike,4.0
1512,Angela Lawson,Anand,bike,4.7
1513,Kayla Jones,Godhra,scooter,4.1
1514,Erica Obrien,Amreli,bicycle,3.6
1515,Richard Davis,Botad,scooter,3.5
1516,Heather Lewis,Palanpur,bike,3.9
1517,Ronald Rodriguez,Dahod,scooter,4.0
1518,Janice Wilson,Vyara,bicycle,3.8
1519,Edward Brown,Nadiad,bicycle,3.9
1520,Todd Snyder,Jamnagar,bike,3.6
1521,Sara Watson,Deesa,scooter,4.0
1522,Jennifer Patel,Porbandar,bicycle,4.3
1523,Haley Valentine,Junagadh,bike,4.6
1524,Megan Alexander,Ankleshwar,scooter,3.5
1525,Abigail Phillips,Godhra,bike,4.1
1526,Ashlee Chen,Kalol,scooter,4.5
1527,Mary Lawrence,Vapi,bike,4.5
1528,Megan Lopez,Jamnagar,scooter,4.4
1529,Mallory Contreras,Ankleshwar,bicycle,4.7
1530,Christy Ward,Surat,bike,4.6
1531,Robert Vargas,Dahod,bike,4.8
1532,Phillip Ross,Amreli,scooter,4.1
1533,Scott Thompson,Botad,bicycle,4.8
1534,Johnny Taylor,Kalol,scooter,3.7
1535,Ashley Rogers,Jamnagar,bike,3.9
1536,Dr. Amanda Weaver,Ankleshwar,bicycle,4.4
1537,Lynn Higgins,Surendranagar,bike,4.4
1538,Bethany Lamb,Jamnagar,scooter,4.2
1539,Christopher Walker,Rajkot,bike,3.6
1540,Joseph Freeman,Kalol,bicycle,4.3
1541,Marcus Gonzalez,Porbandar,bicycle,4.5
1542,James Higgins,Ankleshwar,scooter,4.0
1543,Yvette Brown,Ahmedabad,scooter,4.3
1544,Kara Huynh,Navsari,scooter,4.8
1545,Denise Nelson,Himmatnagar,bike,4.5
1546,Dorothy White,Anand,bike,3.6
1547,Matthew Santiago,Vyara,scooter,3.8
1548,Robin Wang,Bharuch,bicycle,4.6
1549,Phillip Williams,Palanpur,bicycle,4.7
1550,Elizabeth Jones,Palanpur,scooter,4.1
1551,Amber Myers,Ahmedabad,scooter,3.9
1552,Christopher Hughes,Jamnagar,bicycle,3.8
1553,Sarah Ramos,Patan,bicycle,4.1
1554,Jordan Clark,Kalol,bicycle,4.4
1555,Jamie Cooper,Gandhinagar,bike,3.9
1556,Diane Martin,Morbi,bicycle,3.7
1557,Michael Lopez,Amreli,bicycle,4.8
1558,Kimberly Anderson,Deesa,scooter,4.8
1559,Carl Leach,Mehsana,bicycle,4.9
1560,Austin Nguyen,Morbi,scooter,4.2
1561,Michael Torres,Jamnagar,bicycle,4.2
1562,Christina Diaz,Modasa,bicycle,3.6
1563,Patricia Klein,Anand,bicycle,3.6
1564,Kelly Gordon,Anand,bike,4.8
1565,Rita Hernandez,Navsari,bicycle,3.8
1566,Crystal Olson,Vapi,bike,4.2
1567,Joseph Jackson,Valsad,bicycle,4.5
1568,Earl Roberts,Kalol,bicycle,4.9
1569,Michelle Rocha,Rajkot,bike,3.9
1570,Andrew Cook,Anand,bicycle,3.8
1571,Paul Woodward,Surendranagar,bike,3.8
1572,Victor Obrien DVM,Surendranagar,scooter,3.8
1573,Jaclyn Gibson MD,Modasa,bike,4.5
1574,Nancy Andrews,Botad,bicycle,4.7
1575,Antonio Frank,Mehsana,bicycle,4.0
1576,Cassandra Leach,Rajkot,bike,3.8
1577,Destiny Steele,Kalol,scooter,3.6
1578,Brett Mccullough,Gandhinagar,bike,3.7
1579,Amanda Adams,Vadodara,bicycle,4.7
1580,Eddie Burton,Vadodara,bicycle,4.9
1581,Joshua Smith,Bhavnagar,bicycle,3.7
1582,Michelle James,Palanpur,scooter,4.3
1583,Tracey Hansen DVM,Palanpur,bike,4.6
1584,Elizabeth Mcconnell,Vapi,scooter,3.9
1585,Jacob Rodriguez,Palanpur,bicycle,4.2
1586,Holly Evans DVM,Surat,bicycle,3.7
1587,Dawn Bentley,Patan,bike,3.5
1588,Justin Leonard,Valsad,scooter,3.8
1589,Megan Webster,Navsari,bicycle,4.5
1590,Brittany Schultz,Patan,scooter,3.9
1591,Carolyn King,Gandhinagar,bike,4.0
1592,Troy Pena,Junagadh,scooter,3.9
1593,Michael Lopez,Valsad,bicycle,3.7
1594,Victor Brown,Mehsana,bicycle,3.8
1595,Heather Ortiz,Ahmedabad,bike,3.6
1596,Michelle Mcgee,Kalol,scooter,4.8
1597,Dawn Walker,Morbi,bike,4.1
1598,Mike Miller,Bharuch,scooter,4.6
1599,Heather Sullivan,Gandhinagar,bike,3.8
1600,Amanda Dunn,Veraval,bike,4.1
1601,Erik Wilson,Navsari,bicycle,4.5
1602,Steven Price,Bharuch,bike,3.7
1603,Matthew Jones,Navsari,bike,4.9
1604,Ariel Boyd,Deesa,bicycle,4.4
1605,Kevin House II,Dahod,bicycle,3.5
1606,Ronnie Jones,Vadodara,scooter,4.8
1607,Nancy Howard,Modasa,scooter,4.0
1608,April Brewer,Morbi,scooter,4.6
1609,Amber Foster,Valsad,scooter,4.0
1610,Daniel Black,Anand,bike,4.2
1611,Crystal Williams,Mehsana,bike,3.8
1612,Mr. Travis Wilkerson Jr.,Deesa,bike,4.0
1613,Sara Francis,Patan,scooter,4.5
1614,Hector Valenzuela,Anand,bicycle,4.7
1615,Angelica Robinson,Rajkot,bicycle,4.4
1616,Mrs. Patricia Porter,Botad,bicycle,3.9
1617,Elizabeth Moody,Dahod,bicycle,4.8
1618,Jessica Owen,Vadodara,scooter,3.8
1619,Courtney Phillips,Ahmedabad,bike,3.6
1620,Colleen Kennedy,Deesa,bike,4.7
1621,Craig Guzman,Vyara,scooter,3.8
1622,Amy Davis,Kalol,scooter,3.8
1623,Jordan West,Gandhinagar,scooter,3.7
1624,Sabrina Garcia,Patan,bicycle,4.2
1625,Christopher Campos,Ankleshwar,bike,4.8
1626,Carol David,Ankleshwar,bike,3.9
1627,Paul Jones,Morbi,scooter,4.5
1628,Jason Alvarado,Bhavnagar,bicycle,4.8
1629,Wesley Williams,Bhavnagar,scooter,4.1
1630,Tina Molina,Vyara,scooter,4.1
1631,Lori Steele,Amreli,scooter,4.1
1632,Lauren Knight,Ankleshwar,bike,4.2
1633,Deborah Anderson,Modasa,scooter,4.4
1634,Kevin Day,Deesa,scooter,4.8
1635,Tammy Martin,Modasa,bicycle,4.2
1636,Monica Roberts,Veraval,bike,3.7
1637,Jill Erickson,Navsari,bicycle,3.7
1638,Jason Hopkins,Botad,bike,4.1
1639,Mr. Curtis Ryan PhD,Kalol,scooter,3.8
1640,Marie Bates,Valsad,bicycle,3.6
1641,Philip Miller,Junagadh,scooter,4.2
1642,Mrs. Pamela Kerr DVM,Ahmedabad,scooter,3.8
1643,Julie Clark,Amreli,bike,3.8
1644,Michael Brown,Bharuch,bike,4.4
1645,Joseph Casey,Dahod,bicycle,3.9
1646,Eric Brown,Godhra,scooter,4.9
1647,Eric Bright,Amreli,scooter,3.7
1648,Kimberly Richardson,Mehsana,scooter,3.8
1649,Daniel Phillips,Amreli,bike,4.4
1650,Austin Hurley,Dahod,scooter,4.4
1651,Margaret Patel,Surat,bike,4.2
1652,Kendra Morales,Jamnagar,scooter,3.9
1653,Jennifer Hooper,Vyara,scooter,3.9
1654,Carrie Baker,Dahod,bicycle,4.1
1655,Paige Ingram,Kalol,bike,4.3
1656,Daniel Smith,Junagadh,bike,3.5
1657,Heather Holloway,Vadodara,bike,4.0
1658,Rodney Mccall,Surat,bike,4.9
1659,Joshua Moss,Patan,bicycle,4.6
1660,James Sloan,Botad,bike,4.7
1661,Jamie Mccormick,Vapi,bicycle,4.8
1662,April Kelley,Vadodara,scooter,3.6
1663,Brian Nolan,Modasa,bike,4.3
1664,Jeffrey Hardy,Porbandar,bicycle,4.7
1665,Kayla Wyatt,Vyara,bike,3.8
1666,Virginia Duncan,Vadodara,scooter,3.8
1667,David Williams,Godhra,bicycle,4.5
1668,Sara Marsh,Navsari,bicycle,4.4
1669,David Perez,Surat,scooter,4.2
1670,Cheryl Shepard,Ahmedabad,bike,4.3
1671,Nicholas Dougherty,Jamnagar,scooter,4.0
1672,Jamie Nguyen,Himmatnagar,scooter,4.9
1673,Caleb Norris,Vapi,bike,4.6
1674,Mary Miles,Bhavnagar,scooter,3.9
1675,Ryan Brooks,Rajkot,bike,3.9
1676,Megan Taylor,Porbandar,bike,3.8
1677,Samuel Parker,Morbi,bike,4.6
1678,Lisa Williams,Surendranagar,bicycle,4.6
1679,Erin Simmons,Amreli,bike,4.5
1680,Joshua Stephens,Morbi,scooter,4.4
1681,Lauren Turner,Amreli,bicycle,4.3
1682,Michael Perez,Vapi,scooter,4.9
1683,Paula Larson,Anand,scooter,4.5
1684,Jennifer Wade,Dahod,bike,4.8
1685,Melinda Stephens,Surat,bicycle,4.6
1686,Mr. Alexander Friedman III,Bharuch,bicycle,4.2
1687,Diana Avila,Kalol,bike,3.8
1688,Steven Vazquez,Jamnagar,bicycle,4.6
1689,Erik Hunt,Ahmedabad,bike,4.6
1690,Daniel Barnett,Surendranagar,bicycle,4.8
1691,Nicole Bishop,Valsad,bike,3.9
1692,Keith Griffin,Nadiad,scooter,4.0
1693,Sarah Smith,Patan,bicycle,4.4
1694,Steven Nguyen,Botad,scooter,4.6
1695,Steven Arnold,Kalol,scooter,3.9
1696,Chad Evans,Deesa,scooter,3.9
1697,Blake Donovan,Bharuch,scooter,3.8
1698,Kathy Wilson,Surat,scooter,3.7
1699,Joshua Mills,Dahod,bicycle,4.0
1700,Michael Wallace,Vyara,bike,3.8
1701,Stephanie Myers,Rajkot,bicycle,4.7
1702,Timothy Wright,Himmatnagar,bicycle,3.7
1703,Rose Francis,Himmatnagar,bike,3.8
1704,Melissa Boyle,Modasa,scooter,4.7
1705,Katie Brown,Navsari,bike,3.7
1706,Christopher Garza,Ahmedabad,scooter,4.5
1707,Bobby Williams,Amreli,bicycle,4.8
1708,Thomas Walker,Modasa,scooter,4.8
1709,Albert Hodge,Kalol,bicycle,4.2
1710,Rebecca Matthews,Bharuch,bicycle,4.7
1711,Jessica Green,Botad,scooter,3.7
1712,Nicholas Hunt,Vapi,bike,4.1
1713,Robin Woods,Botad,scooter,4.6
1714,Megan Moreno,Modasa,bicycle,4.7
1715,Robert Ford,Dahod,bike,4.3
1716,Frank Turner,Surat,bike,4.3
1717,Jose Camacho,Nadiad,bicycle,4.9
1718,Rebecca Shaffer,Ankleshwar,bicycle,4.9
1719,Daniel Thompson,Kalol,bicycle,4.1
1720,Angela Beck,Morbi,bike,4.8
1721,Heather Lloyd,Himmatnagar,bicycle,4.5
1722,Troy Hudson,Vyara,bike,4.1
1723,Dean Ewing,Junagadh,bicycle,3.7
1724,Nicholas Haynes,Rajkot,scooter,4.3
1725,Brittany Palmer,Godhra,bike,3.6
1726,Michael Wang,Mehsana,bicycle,3.9
1727,Michelle Solis,Deesa,bike,3.9
1728,Michael Miller,Vyara,bike,3.6
1729,Robin Hoffman,Nadiad,scooter,3.9
1730,Kevin Mann,Himmatnagar,bike,3.7
1731,Andrew English,Surendranagar,bicycle,4.4
1732,Shawn Myers,Ahmedabad,bike,4.5
1733,Cindy Andrews,Ankleshwar,bicycle,4.4
1734,Cody Daniels,Modasa,scooter,4.8
1735,Austin Flores,Surendranagar,scooter,4.7
1736,Teresa Shaw,Godhra,bicycle,4.7
1737,Jason Price,Mehsana,scooter,4.1
1738,Jason Fletcher,Himmatnagar,scooter,4.5
1739,Joseph Galvan,Patan,bike,4.9
1740,Mary Moore,Deesa,bike,4.2
1741,Krystal Macias,Veraval,bicycle,4.9
1742,Chad Orozco,Dahod,bike,4.6
1743,Randall Keith,Deesa,scooter,4.0
1744,Ashley White,Mehsana,bike,3.6
1745,Kevin Horn,Valsad,bike,4.0
1746,Jimmy Cain,Valsad,bicycle,4.1
1747,Brittany Flores,Valsad,scooter,3.7
1748,Sarah Figueroa,Navsari,bicycle,4.5
1749,Sarah Black,Anand,bicycle,4.5
1750,Eric Contreras,Morbi,scooter,3.9
1751,Rodney Vincent,Bhavnagar,bike,4.0
1752,Michael Middleton,Bhavnagar,bike,3.8
1753,Manuel Thomas Jr.,Himmatnagar,scooter,4.6
1754,Charles Jones,Vyara,bicycle,4.2
1755,Francisco Bray,Veraval,bicycle,3.6
1756,Brandy Davis,Navsari,bike,3.9
1757,Donna Holloway,Ahmedabad,bike,3.6
1758,Robert Martin,Godhra,scooter,3.9
1759,Michael Wolf,Valsad,bike,4.2
1760,Tina Stout,Porbandar,bicycle,4.4
1761,Matthew Shields,Ahmedabad,scooter,4.4
1762,Tiffany Hodge,Deesa,bike,4.3
1763,Joshua Oliver,Morbi,bike,4.1
1764,Penny Gill,Himmatnagar,bicycle,4.5
1765,Kristopher Mendez,Rajkot,bicycle,3.8
1766,Janice Greene,Modasa,scooter,4.2
1767,Randall Johnson,Vadodara,bike,3.6
1768,Kelly Patterson,Vyara,bike,3.7
1769,Holly Rosario,Rajkot,scooter,4.7
1770,Ashley Fischer,Godhra,scooter,3.9
1771,Robert Kelley,Jamnagar,bike,3.6
1772,Jessica Parker,Ahmedabad,bicycle,3.6
1773,Bryce Harrison,Godhra,bike,4.4
1774,Christopher Harris,Junagadh,bike,3.8
1775,Ryan Powers,Himmatnagar,bike,4.0
1776,Philip Jordan,Porbandar,bike,4.2
1777,Elizabeth Nunez,Palanpur,scooter,3.6
1778,Shane Perkins,Surendranagar,scooter,4.2
1779,Natalie Valdez,Deesa,bicycle,4.1
1780,Jack Woodward,Surendranagar,bike,4.6
1781,Lori Anderson,Surendranagar,scooter,3.6
1782,Gregory Hernandez,Morbi,scooter,3.7
1783,Jack Higgins,Jamnagar,bicycle,3.8
1784,Heidi Alexander DDS,Porbandar,bicycle,4.2
1785,Sabrina Anderson,Porbandar,scooter,4.7
1786,Paula Perez,Gandhinagar,scooter,3.9
1787,Kimberly Le,Junagadh,scooter,4.4
1788,Lisa Gross,Nadiad,bicycle,3.9
1789,Megan Freeman,Rajkot,bicycle,4.8
1790,Toni Moreno,Mehsana,bicycle,3.8
1791,Randy Rubio,Veraval,bike,4.8
1792,Randy Gould,Patan,scooter,4.1
1793,Michael Doyle,Palanpur,bicycle,4.5
1794,Dawn Williams,Jamnagar,scooter,3.7
1795,Meghan Newman,Jamnagar,bicycle,4.1
1796,Nicholas Woodward,Palanpur,bicycle,3.8
1797,Robert Mcintosh,Deesa,scooter,4.7
1798,Stacy Butler,Gandhinagar,bicycle,4.2
1799,Lori Wilson,Veraval,scooter,3.6
1800,Jeffery Smith,Botad,bicycle,3.5
1801,Timothy Long,Patan,bike,4.0
1802,Kelly Cook,Mehsana,bicycle,3.7
1803,Alexander Meyer,Rajkot,bicycle,4.2
1804,John Mcbride,Himmatnagar,scooter,3.7
1805,Christine Hicks,Vadodara,scooter,4.6
1806,Alicia Beck,Anand,bike,4.0
1807,Cody Henry,Rajkot,scooter,3.7
